Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,27-06-2019,Delhi,Cochin,DEL → BOM → COK,15:00,28-06-2021 19:00,28h,1 stop,In-flight meal not included,10262
IndiGo,18-05-2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,5198
IndiGo,03-05-2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
IndiGo,15-06-2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383
IndiGo,27-05-2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7174
IndiGo,15-05-2019,Delhi,Cochin,DEL → BLR → COK,20:30,16-05-2021 23:00,26h 30m,1 stop,No info,8907
IndiGo,01-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,02-06-2021 12:35,26h 55m,2 stops,No info,13014
IndiGo,06-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,07-05-2021 08:15,11h 5m,1 stop,No info,13584
IndiGo,15-05-2019,Kolkata,Banglore,CCU → BLR,22:50,16-05-2021 01:20,2h 30m,non-stop,No info,4107
IndiGo,15-03-2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:25,1h 30m,non-stop,In-flight meal not included,2071
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,20:55,10-05-2021 04:25,7h 30m,1 stop,In-flight meal not included,12373
IndiGo,12-03-2019,Banglore,New Delhi,BLR → BOM → IXC → DEL,08:50,13-03-2021 13:55,29h 5m,2 stops,No info,13303
IndiGo,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,13-06-2021 10:05,17h 35m,1 stop,In-flight meal not included,8529
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,07-06-2021 19:50,24h 55m,1 stop,No info,14571
IndiGo,27-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,29-05-2021 04:25,29h 20m,2 stops,No info,15129
IndiGo,09-06-2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BLR,21:25,07-06-2021 00:05,2h 40m,non-stop,No info,4804
IndiGo,09-03-2019,Banglore,New Delhi,BLR → HYD → DEL,06:50,12:15,5h 25m,1 stop,No info,5118
IndiGo,18-05-2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19-05-2021 08:15,23h 50m,1 stop,In-flight meal not included,9663
IndiGo,09-06-2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,10-06-2021 12:30,30h 40m,2 stops,No info,12723
IndiGo,12-05-2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419
IndiGo,12-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13-03-2021 10:45,11h 50m,1 stop,In-flight meal not included,11087
IndiGo,12-04-2019,Kolkata,Banglore,CCU → BLR,22:15,13-04-2021 00:50,2h 35m,non-stop,No info,4174
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,08:00,10-06-2021 04:25,20h 25m,1 stop,In-flight meal not included,10262
IndiGo,15-06-2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,16-06-2021 12:35,27h,2 stops,No info,12609
IndiGo,03-06-2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668
IndiGo,24-05-2019,Mumbai,Hyderabad,BOM → HYD,22:45,25-05-2021 00:15,1h 30m,non-stop,No check-in baggage included,1965
IndiGo,01-06-2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
IndiGo,12-04-2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5195
IndiGo,18-05-2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
IndiGo,03-03-2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,7648
IndiGo,03-05-2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
IndiGo,15-04-2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6121
IndiGo,18-06-2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
IndiGo,15-03-2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1 stop,In-flight meal not included,9134
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,07-06-2021 22:35,27h 40m,1 stop,In-flight meal not included,10844
IndiGo,03-06-2019,Chennai,Kolkata,MAA → CCU,22:05,04-06-2021 00:25,2h 20m,non-stop,No info,5277
IndiGo,06-04-2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5073
IndiGo,24-06-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10877
IndiGo,27-03-2019,Delhi,Cochin,DEL → BOM → COK,17:30,28-03-2021 19:45,26h 15m,1 stop,In-flight meal not included,5406
IndiGo,09-06-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10-06-2021 09:45,16h 45m,1 stop,No info,14151
IndiGo,03-06-2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04-06-2021 12:35,18h 10m,2 stops,No info,14237
IndiGo,24-06-2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1h 30m,non-stop,No info,2754
IndiGo,18-05-2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,20:25,13h 25m,1 stop,No info,11306
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,02-05-2021 10:40,12h,1 stop,No info,5192
IndiGo,12-06-2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15h 10m,1 stop,No info,12192
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12898
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,19:45,10-06-2021 19:00,23h 15m,1 stop,No info,14924
IndiGo,24-05-2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,14:00,28-05-2021 01:30,11h 30m,1 stop,In-flight meal not included,6943
IndiGo,27-06-2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,7354
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192
IndiGo,03-05-2019,Banglore,Delhi,BLR → DEL,21:15,04-05-2021 00:15,3h,non-stop,No info,3943
IndiGo,06-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,07-05-2021 19:00,23h 50m,2 stops,No info,15129
IndiGo,09-04-2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,5403
IndiGo,27-06-2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,28-06-2021 04:25,19h,2 stops,No info,13882
IndiGo,21-03-2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678
IndiGo,27-04-2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403
IndiGo,27-06-2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4878
IndiGo,27-03-2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No info,6494
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4777
IndiGo,06-06-2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3625
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,02-04-2021 18:30,30h 30m,2 stops,No info,9258
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262
IndiGo,01-03-2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → VGA → DEL,05:50,02-03-2021 11:20,29h 30m,4 stops,Change airports,17686
IndiGo,03-04-2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,10:20,22-05-2021 01:30,15h 10m,1 stop,No info,7485
IndiGo,18-05-2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,19-05-2021 11:10,26h 50m,2 stops,No info,11222
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,02-05-2021 21:05,28h 5m,1 stop,No info,12121
IndiGo,21-05-2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,18:30,10h 10m,2 stops,No info,10697
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,12373
IndiGo,21-05-2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,6381
IndiGo,06-03-2019,Delhi,Cochin,DEL → UDR → BOM → COK,17:55,08-03-2021 04:25,34h 30m,2 stops,No info,17072
IndiGo,09-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,10-06-2021 12:35,26h 55m,2 stops,In-flight meal not included,10368
IndiGo,24-05-2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
IndiGo,03-03-2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,27282
IndiGo,12-06-2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
IndiGo,09-03-2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4545
IndiGo,21-03-2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,4148
IndiGo,12-03-2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148
IndiGo,21-03-2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,19-03-2021 11:20,27h 5m,2 stops,No info,7642
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,16:00,04-06-2021 12:35,20h 35m,1 stop,In-flight meal not included,10262
IndiGo,24-05-2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4030
IndiGo,27-06-2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5000
IndiGo,09-06-2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264
IndiGo,01-06-2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,7229
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,10577
IndiGo,24-05-2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,25-05-2021 08:55,27h 5m,2 stops,No info,12723
IndiGo,01-06-2019,Delhi,Cochin,DEL → BOM → COK,21:50,02-06-2021 04:25,6h 35m,1 stop,No info,14714
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,02:15,22-03-2021 04:25,26h 10m,1 stop,In-flight meal not included,7438
IndiGo,15-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,16-05-2021 20:25,23h 55m,1 stop,No info,10203
IndiGo,27-03-2019,Kolkata,Banglore,CCU → BLR,22:50,28-03-2021 01:20,2h 30m,non-stop,No info,3782
IndiGo,12-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014
IndiGo,15-05-2019,Delhi,Cochin,DEL → BOM → COK,19:00,16-05-2021 01:30,6h 30m,1 stop,No info,8073
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864
IndiGo,06-03-2019,Delhi,Cochin,DEL → BOM → COK,06:40,18:50,12h 10m,1 stop,No info,15135
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07-06-2021 11:10,18h 20m,1 stop,No info,8366
IndiGo,09-06-2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,10-06-2021 04:25,22h 55m,2 stops,No info,13292
IndiGo,15-06-2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,7171
IndiGo,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,12121
IndiGo,12-06-2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8h 20m,2 stops,No info,11753
IndiGo,01-03-2019,Banglore,New Delhi,BLR → HYD → DEL,05:15,10:00,4h 45m,1 stop,No Info,8064
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,15:00,07-06-2021 19:00,28h,1 stop,In-flight meal not included,10262
IndiGo,03-05-2019,Chennai,Kolkata,MAA → CCU,22:05,04-05-2021 00:25,2h 20m,non-stop,No info,5277
IndiGo,09-06-2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016
IndiGo,12-03-2019,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,05:30,14:50,9h 20m,2 stops,No info,11342
IndiGo,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,13-06-2021 04:40,22h 10m,1 stop,In-flight meal not included,7594
IndiGo,03-06-2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483
IndiGo,18-05-2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,19-05-2021 04:25,8h 25m,2 stops,No info,16263
IndiGo,12-05-2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13-05-2021 01:20,15h 20m,2 stops,No info,13243
IndiGo,12-06-2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,6478
IndiGo,06-03-2019,Delhi,Cochin,DEL → BOM → COK,23:05,07-03-2021 04:25,5h 20m,1 stop,No info,15764
IndiGo,03-04-2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,04-04-2021 04:40,19h 30m,2 stops,No info,4647
IndiGo,03-06-2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016
IndiGo,12-06-2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4145
IndiGo,27-03-2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,8055
IndiGo,18-05-2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19-05-2021 19:15,26h,2 stops,No info,12409
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,6038
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BLR,22:50,22-05-2021 01:20,2h 30m,non-stop,No info,4107
IndiGo,21-05-2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,22-05-2021 07:40,25h 45m,2 stops,No info,11911
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,02-03-2021 23:00,24h 10m,1 stop,No info,25735
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,07-06-2021 01:20,15h 55m,2 stops,No info,11458
IndiGo,24-04-2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5h 40m,1 stop,No info,6152
IndiGo,09-06-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10-06-2021 23:35,26h 25m,1 stop,In-flight meal not included,10844
IndiGo,24-05-2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,13941
IndiGo,27-03-2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1 stop,No info,6938
IndiGo,27-06-2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,28-06-2021 19:00,29h 35m,2 stops,No info,15339
IndiGo,03-03-2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04-03-2021 18:50,37h 25m,2 stops,No info,20064
IndiGo,15-06-2019,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,19:00,22-03-2021 01:35,6h 35m,1 stop,No info,10885
IndiGo,01-06-2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1 stop,No info,8907
IndiGo,06-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,20:45,14h 15m,1 stop,In-flight meal not included,9663
IndiGo,27-04-2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,7160
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,11269
IndiGo,01-04-2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678
IndiGo,27-05-2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678
IndiGo,06-06-2019,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,8907
IndiGo,27-06-2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,3210
IndiGo,15-05-2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,07-03-2021 08:15,18h 10m,1 stop,No info,14815
IndiGo,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,07-05-2021 22:05,25h 40m,1 stop,No info,11467
IndiGo,15-06-2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,16-06-2021 12:35,22h,2 stops,In-flight meal not included,10919
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,9069
IndiGo,01-05-2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4649
IndiGo,03-06-2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
IndiGo,21-05-2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,22-05-2021 14:35,24h,1 stop,No info,6528
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1 stop,No info,22270
IndiGo,09-03-2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,10-03-2021 04:25,17h 40m,2 stops,In-flight meal not included,15654
IndiGo,01-04-2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,02-04-2021 22:55,26h 35m,1 stop,No info,7770
IndiGo,03-05-2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
IndiGo,15-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,16-06-2021 12:35,17h 5m,2 stops,In-flight meal not included,10368
IndiGo,03-03-2019,Delhi,Cochin,DEL → COK,21:05,04-03-2021 00:20,3h 15m,non-stop,No info,7673
IndiGo,21-04-2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6015
IndiGo,24-04-2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
IndiGo,15-05-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,16-05-2021 08:15,12h 15m,1 stop,No info,13941
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3h 35m,1 stop,No info,5162
IndiGo,09-03-2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,22:45,11h 40m,1 stop,No info,10657
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14781
IndiGo,03-04-2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
IndiGo,12-03-2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,06:50,22:55,16h 5m,2 stops,No info,11474
IndiGo,18-05-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19-05-2021 08:15,13h 20m,1 stop,In-flight meal not included,7757
IndiGo,03-04-2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,2228
IndiGo,15-03-2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,16-03-2021 08:15,24h 15m,1 stop,In-flight meal not included,10405
IndiGo,27-06-2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,3419
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,17:30,10-06-2021 12:35,19h 5m,1 stop,In-flight meal not included,10262
IndiGo,09-06-2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100
IndiGo,09-03-2019,Delhi,Cochin,DEL → BOM → COK,02:15,10-03-2021 04:25,26h 10m,1 stop,In-flight meal not included,11848
IndiGo,09-04-2019,Delhi,Cochin,DEL → BLR → COK,20:30,10-04-2021 08:15,11h 45m,1 stop,No info,5683
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,10-05-2021 12:00,27h 35m,1 stop,In-flight meal not included,9663
IndiGo,24-04-2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544
IndiGo,27-05-2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050
IndiGo,09-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10-05-2021 09:05,12h 45m,1 stop,No info,9187
IndiGo,01-04-2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,02-04-2021 20:20,24h,1 stop,No info,8452
IndiGo,18-05-2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,19-05-2021 01:20,15h 55m,2 stops,No info,11668
IndiGo,09-06-2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,10-06-2021 19:15,28h 50m,2 stops,No info,13381
IndiGo,18-05-2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,8073
IndiGo,01-03-2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5620
IndiGo,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,13-06-2021 04:40,14h 35m,1 stop,No info,12739
IndiGo,03-05-2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,5989
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,22-05-2021 07:55,22h 30m,1 stop,No info,8891
IndiGo,27-04-2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,16:00,07-06-2021 19:00,27h,1 stop,In-flight meal not included,10262
IndiGo,21-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22-05-2021 20:20,27h 20m,1 stop,No info,9345
IndiGo,01-03-2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,non-stop,No info,21730
IndiGo,15-06-2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
IndiGo,12-03-2019,Mumbai,Hyderabad,BOM → DEL → HYD,21:00,13-03-2021 19:25,22h 25m,1 stop,No info,10943
IndiGo,18-06-2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
IndiGo,18-06-2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573
IndiGo,15-05-2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
IndiGo,21-05-2019,Delhi,Cochin,DEL → HYD → COK,09:45,18:10,8h 25m,1 stop,No info,9646
IndiGo,18-03-2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,4729
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,07-03-2021 09:30,10h 40m,1 stop,No info,17261
IndiGo,01-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,02-05-2021 10:05,20h,1 stop,No info,13941
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,22-05-2021 12:00,14h 50m,1 stop,In-flight meal not included,10844
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,25-03-2021 16:20,21h 25m,1 stop,No info,14231
IndiGo,12-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,14714
IndiGo,21-03-2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,6460
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,02-05-2021 23:35,27h 10m,1 stop,No info,11467
IndiGo,03-05-2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3943
IndiGo,15-04-2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4775
IndiGo,06-04-2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841
IndiGo,18-03-2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,16-03-2021 07:40,20h,1 stop,No info,12284
IndiGo,09-06-2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
IndiGo,24-06-2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,25-06-2021 12:35,23h 10m,2 stops,No info,12819
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,18:15,04-06-2021 04:25,10h 10m,1 stop,No info,14714
IndiGo,27-05-2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
IndiGo,15-05-2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,16-05-2021 01:30,10h 25m,2 stops,No info,16840
IndiGo,06-05-2019,Delhi,Cochin,DEL → BOM → COK,22:50,07-05-2021 04:25,5h 35m,1 stop,No info,15554
IndiGo,15-04-2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,5752
IndiGo,09-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10-05-2021 10:45,17h 45m,1 stop,No info,8452
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,In-flight meal not included,11761
IndiGo,27-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,14848
IndiGo,03-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
IndiGo,18-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19-05-2021 19:15,26h 35m,2 stops,No info,9863
